Title,Authors,Price,Stars,Number of Reviews,Country
"Fraud Analytics Using Descriptive, Predictive, and Social Network Techniques: A Guide to Data Science for Fraud Detection  ","['Edición Inglés', 'Hasta 24 meses de $50.26 con costo de financiamiento', 'Otro formato: ']",856.0,3,374,Mexico
Data Smart: Using Data Science to Transform Information Into Insight  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $33.17 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",565.0,5,286,Mexico
Kentukis  ,['Hasta 24 meses de $13.43 con costo de financiamiento'],229.0,5,20,Mexico
Lobos  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $11.15 con costo de financiamiento']",190.0,2,55,Mexico
Nuestros poderes ocultos  ,"['Precio de lista: ', 'Hasta 24 meses de $20.40 con costo de financiamiento']",347.0,5,192,Mexico
Los cuentos de Beedle el bardo. Notas del Profesor Albus Dumblendore  ,['Hasta 24 meses de $13.43 con costo de financiamiento'],229.0,4,270,Mexico
Cadáver exquisito  ,['Hasta 24 meses de $16.84 con costo de financiamiento'],287.0,3,119,Mexico
Isadora Moon y los vestidos mágicos: Recorta y juega  ,"['Precio de lista: ', 'Hasta 24 meses de $8.75 con costo de financiamiento']",149.0,3,415,Mexico
La paciente silenciosa  ,['Hasta 24 meses de $24.58 con costo de financiamiento'],419.0,2,407,Mexico
Doctor Sueño  ,['Hasta 24 meses de $23.40 con costo de financiamiento'],399.0,2,146,Mexico
Animales fantásticos y dónde encontrarlos. Por Newt Scamander  ,['Hasta 24 meses de $13.43 con costo de financiamiento'],229.0,2,69,Mexico
El libro completamente inofensivo de Black Hat Vol . 1  ,['Hasta 24 meses de $16.95 con costo de financiamiento'],289.0,3,488,Mexico
Personas desconocidas  ,"['Precio de lista: ', 'Hasta 24 meses de $23.97 con costo de financiamiento']",408.0,3,142,Mexico
Las chicas de Chapel Croft  ,['Hasta 24 meses de $23.40 con costo de financiamiento'],399.0,3,425,Mexico
Ghost in the Wires: My Adventures as the World's Most Wanted Hacker  ,"['Edición Inglés', 'Hasta 24 meses de $20.19 con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",344.0,4,46,Mexico
Superforecasting: The Art and Science of Prediction  ,"['Edición Inglés', 'Hasta 24 meses de $18.19 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",310.0,4,170,Mexico
"Statistics for Data Scientists: An Introduction to Probability, Statistics, and Data Analysis  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $47.16 con costo de financiamiento', 'Otro formato: ']",803.0,5,463,Mexico
Modern Data Science with R (Chapman & salón/CRC Textos en Ciencia Estadística)  ,"['Edición Inglés', 'Hasta 24 meses de $90.92 con costo de financiamiento', 'Más opciones de compra']",1.0,2,401,Mexico
Deep Learning Architectures: A Mathematical Approach  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $53.79 con costo de financiamiento', 'Otros formatos: ', ', ']",916.0,5,212,Mexico
Time Series Clustering and Classification  ,"['Edición Inglés', 'Hasta 24 meses de $62.30 con costo de financiamiento', 'Otros formatos: ', ', ']",1.0,3,377,Mexico
Think Data Structures: Algorithms and Information Retrieval in Java  ,"['Edición Inglés', 'Hasta 24 meses de $40.22 con costo de financiamiento', 'Otro formato: ']",685.0,2,251,Mexico
Practical Statistics for Data Scientists: 50 Essential Concepts  ,"['Edición Inglés', 'Hasta 24 meses de $71.38 con costo de financiamiento']",1.0,2,380,Mexico
"Machine Learning for Beginners: A Comprehensive Guide to Mastering Algorithms, Data Science, and Artificial Intelligence (English Edition)  ","['Edición Inglés', 'Otros formatos: ', ', ']",0.0,4,393,Mexico
Data Literacy in Academic Libraries: Teaching Critical Thinking with Numbers  ,"['Edición Inglés', 'Hasta 24 meses de $81.94 con costo de financiamiento', 'Otro formato: ']",1.0,1,403,Mexico
W. E. B. Du Bois's Data Portraits: Visualizing Black America  ,"['Edición Inglés', 'Hasta 24 meses de $29.95 con costo de financiamiento', 'Otro formato: ']",510.0,4,400,Mexico
"ECONOMETRIA: MODELOS MULTIVARIANTES de SERIES TEMPORALES, ECUACIONES SIMULTÁNEAS y MODELOS NO LINEALES (Spanish Edition)  ",['Hasta 24 meses de $27.63 con costo de financiamiento'],471.0,2,315,Mexico
Machine Learning: The New AI  ,"['Edición Inglés', 'Hasta 24 meses de $23.09 con costo de financiamiento', 'Otro formato: ']",393.0,1,147,Mexico
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript  ,"['Edición Inglés', 'Hasta 24 meses de $39.82 con costo de financiamiento', 'Otro formato: ']",678.0,5,58,Mexico
Data Science for Beginners: Comprehensive Guide to Most Important Basics in Data Science (Data Science and Analysis) (English Edition)  ,"['Edición Inglés', 'Otro formato: ']",0.0,3,209,Mexico
Time and Free Will: An Essay on the Immediate Data of Consciousness  ,"['Edición Inglés', 'Hasta 24 meses de $11.62 con costo de financiamiento', 'Otros formatos: ', ', ']",198.0,2,195,Mexico
The Coming Wave: the ground-breaking book from the ultimate AI insider  ,"['Edición Inglés', 'Hasta 24 meses de $35.81 con costo de financiamiento', 'Otros formatos: ', ', ']",610.0,4,138,Mexico
The Secret Language of Maps: How to Tell Visual Stories with Data (Stanford d.school Library) (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otro formato: ']",174.0,4,397,Mexico
Practical Deep Learning: A Python-Based Introduction  ,"['Edición Inglés', 'Hasta 24 meses de $59.46 con costo de financiamiento', 'Otro formato: ']",1.0,1,199,Mexico
R for Everyone: Advanced Analytics and Graphics  ,"['Edición Inglés', 'Hasta 24 meses de $54.01 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",920.0,3,67,Mexico
Data Stewardship: An Actionable Guide to Effective Data Management and Data Governance  ,"['Edición Inglés', 'Hasta 24 meses de $63.28 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,3,495,Mexico
The Genome Odyssey: Medical Mysteries and the Incredible Quest to Solve Them  ,"['Edición Inglés', 'Hasta 24 meses de $23.32 con costo de financiamiento', 'Otros formatos: ', ', ']",397.0,3,243,Mexico
"Introduction to Computation and Programming Using Python, third edition: With Application to Computational Modeling and Understanding Data  ","['Edición Inglés', 'Hasta 24 meses de $74.22 con costo de financiamiento', 'Otro formato: ']",1.0,3,328,Mexico
"Mastering PostgreSQL 15 - Fifth Edition: Advanced techniques to build and manage scalable, reliable, and fault-tolerant database applications  ","['Edición Inglés', 'Hasta 24 meses de $54.95 con costo de financiamiento', 'Otro formato: ']",936.0,5,206,Mexico
Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2023)  ,"['Edición Inglés', 'Hasta 24 meses de $31.56 con costo de financiamiento', 'Otros formatos: ', ', ']",538.0,2,404,Mexico
Automate the Boring Stuff with Python: Practical Programming for Total Beginners  ,"['Edición Inglés', 'Hasta 24 meses de $49.33 con costo de financiamiento', 'Más opciones de compra']",840.0,3,390,Mexico
"Extending Power BI with Python and R: Ingest, transform, enrich, and visualize data using the power of analytical languages  ","['Edición Inglés', 'Hasta 24 meses de $55.76 con costo de financiamiento', 'Otro formato: ']",950.0,1,158,Mexico
"Dinosaurs: The Most Complete, Up-to-Date Encyclopedia for Dinosaur Lovers of All Ages  ","['Edición Inglés', 'Hasta 24 meses de $42.94 con costo de financiamiento', 'Más opciones de compra']",732.0,2,149,Mexico
National Geographic Little Kids First Big Book of Why  ,"['Edición Inglés', 'Hasta 24 meses de $16.78 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",286.0,1,327,Mexico
Calling Bullshit: The Art of Skepticism in a Data-Driven World (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otros formatos: ', ', ']",139.0,1,108,Mexico
Microsoft SQL Server. Herramientas de Administración Avanzada de Bases de Datos (Spanish Edition)  ,['Hasta 24 meses de $25.86 con costo de financiamiento'],440.0,4,9,Mexico
Data Management at Scale: Modern Data Architecture with Data Mesh and Data Fabric  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,4,498,Mexico
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,3,91,Mexico
Pull Don't Push: Why STEM Messaging to Girls Isn't Working and What to Do Instead  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",478.0,2,24,Mexico
Numsense! Data Science for the Layman: No Math Added  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",396.0,2,127,Mexico
The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",964.0,1,357,Mexico
Data Science: Create Teams That Ask the Right Questions and Deliver Real Value  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,1,195,Mexico
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",623.0,5,396,Mexico
Geographical Data Science and Spatial Data Analysis: An Introduction in R  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",683.0,1,207,Mexico
The Manga Guide to Linear Algebra  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento']",426.0,5,284,Mexico
How the World Really Works: The Science Behind How We Got Here and Where We're Going  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",483.0,1,121,Mexico
Start with Why: How Great Leaders Inspire Everyone to Take Action  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ', ', ']",293.0,3,84,Mexico
"Kimball's Data Warehouse Toolkit Classics, 3 Volume Set  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 3 meses sin intereses de ']",2.0,3,430,Mexico
Bayesian Data Analysis  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,5,444,Mexico
Data Smart: Using Data Science to Transform Information Into Insight  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",565.0,2,488,Mexico
"Data Science For Dummies, 2nd Edition (For Dummies (Computer/Tech))  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,4,44,Mexico
Social Physics: How Social Networks Can Make Us Smarter  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",313.0,3,392,Mexico
Kentukis  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",229.0,5,475,Mexico
Lobos  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento']",190.0,4,74,Mexico
Nuestros poderes ocultos  ,"['Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento']",347.0,5,16,Mexico
Los cuentos de Beedle el bardo. Notas del Profesor Albus Dumblendore  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",229.0,3,476,Mexico
Data Structures and Algorithms with Python  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,3,419,Mexico
Data Visualization with Excel Dashboards and Reports  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",561.0,4,236,Mexico
Agile Data Science 2.0: Building Full-Stack Data Analytics Applications with Spark  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",524.0,4,14,Mexico
The New Statistics with R: An Introduction for Biologists  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",859.0,3,115,Mexico
Data Action: Using Data for Public Good  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",542.0,1,174,Mexico
"Mathematics of Big Data: Spreadsheets, Databases, Matrices, and Graphs  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento']",1.0,2,495,Mexico
Data Science Using Python and R  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,5,334,Mexico
Cyber Privacy: Who Has Your Data and Why You Should Care  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",459.0,2,23,Mexico
Mathematics for Machine Learning  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",912.0,2,269,Mexico
"Data Governance: The Definitive Guide: People, Processes, and Tools to Operationalize Data Trustworthiness  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,4,319,Mexico
Data Science with Julia  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",1.0,3,187,Mexico
Cadáver exquisito  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",287.0,2,77,Mexico
Isadora Moon y los vestidos mágicos: Recorta y juega  ,"['Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento']",149.0,5,25,Mexico
La paciente silenciosa  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",419.0,1,381,Mexico
Doctor Sueño  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",399.0,4,466,Mexico
Animales fantásticos y dónde encontrarlos. Por Newt Scamander  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",229.0,2,84,Mexico
El libro completamente inofensivo de Black Hat Vol . 1  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",289.0,5,420,Mexico
Personas desconocidas  ,"['Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento']",408.0,4,7,Mexico
Las chicas de Chapel Croft  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",399.0,5,172,Mexico
Ghost in the Wires: My Adventures as the World's Most Wanted Hacker  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",344.0,1,496,Mexico
Superforecasting: The Art and Science of Prediction  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",310.0,3,360,Mexico
"Statistics for Data Scientists: An Introduction to Probability, Statistics, and Data Analysis  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",803.0,5,50,Mexico
Modern Data Science with R (Chapman & salón/CRC Textos en Ciencia Estadística)  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra']",1.0,1,273,Mexico
Time Series Clustering and Classification  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",1.0,4,173,Mexico
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",921.0,3,466,Mexico
Think Data Structures: Algorithms and Information Retrieval in Java  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",685.0,4,350,Mexico
